ID	SEC_ID	FEATURE	STATE	ARTICLE
0207A203-3-040	31	errors;συμφ;σ-πτω	active	την
0207B202-3-055	45	errors;συμφ;σ-γεν	active	τους
0207B202-3-055	69	errors;γεν	active	το
0523A002-3-001	37	errors;ορθ;ο-ορια_λεξ	active	η
0523A002-3-001	49	errors;ορθ;ο-ορια_λεξ	active	η
0207A219-2-005	20	errors;ορθ;ο-γραμ	active	τις
0207A219-2-005	37	errors;συμφ;σ-αρι	active	του
0207A219-2-005	31	errors;ορθ;ο-γραμ	active	η
0207A219-2-005	34	errors;συμφ;σ-πτω	active	ο
0419B003-3-016	2	errors;συμφ;σ-αρι	active	του
0523A002-3-003	113	errors;κειμ;συνδ;παρ-παρ	active	ο
0523A002-3-003	92	errors;κειμ;συνδ;παρ-παρ	active	ο
0207A203-3-042	10	errors;ορθ;κεφ	active	Η
0207A203-3-042	3	errors;συμφ;σ-πτω	active	τη
0523A002-2-002	2	errors;ορθ;ο-γραμ	active	της
0523A002-2-002	13	errors;ορθ;ο-γραμ	active	της
0419B003-3-014	3	errors;ορθ;ο-γραμ	active	τις
0419B003-3-014	8	errors;ορθ;ο-γραμ	active	τις
0419B003-3-014	25	errors;τον;τ-παρ	active	ενα
0419B003-3-014	30	errors;ορθ;πεζ	active	η
0523B001-3-023	23	errors;συμφ;σ-γεν	active	της
0523A004-1-005	4	errors;τον;τ-παρ	active	ενα
0523A004-1-005	3	errors;συμφ;σ-αρι	active	του
0207A202-3-054	27	errors;συμφ;σ-γεν	active	τους
0207A202-3-054	54	errors;ορθ;ο-γραμ	active	οι
0523A004-1-004	27	errors;ορθ;ο-γραμ	active	τις
0207A219-1-015	11	errors;ορθ;ο-γραμ	active	η
0207A219-1-029	24	errors;συμφ;σ-αρι	active	του
0937A154-2-005	7	errors;προθ;π-παρ	active	τη
0207A203-3-040	13	errors;τον;τ-παρ	active	εναν
0523A002-3-001	40	errors;ορθ;ο-ορια_λεξ	active	τα
0419B003-3-016	23	errors;ορθ;κεφ	active	Ένα
0207B203-3-024	2	errors;τον;τ-παρ	active	ενα
0207B203-3-024	16	errors;ορθ;ο-γραμ	active	τον
0523B002-3-020	7	errors;κλιτ;κλ-προσ	active	το
0523B002-3-020	20	errors;ορθ;κεφ	active	Ενα
0523B002-3-020	27	errors;πτω;πτω-υποκ	active	ενα
0419B003-3-009	5	errors;συμφ;σ-γεν	active	τον
0937A154-2-001	29	errors;τον;τ-παρ	active	ενα
0937A154-2-001	55	errors;τον;τ-παρ	active	ενας
0419B003-3-012	2	errors;προθ;π-παρ	active	Την
0523A002-2-004	2	errors;ορθ;ο-ορια_λεξ	active	μια
0523A004-2-007	9	errors;ορθ;ο-γραμ	active	τον
0523A004-2-007	16	errors;κειμ;υποκ	active	η
0523A004-2-007	14	errors;συμφ;σ-αρι	active	το
0523A004-2-007	26	errors;γραφ;γ-γραμ	active	το
0523A002-3-005	3	errors;στιξ;στ-παρ	active	ο
0207A202-3-049	24	errors;κλιτ;κλ-προσ	active	του
0207A202-3-049	37	errors;ορθ;ο-γραμ	active	τις
0207A202-3-049	39	errors;συμφ;σ-αρι	active	το
0207A202-3-049	62	errors;ορθ;ο-γραμ	active	οι
0207A202-3-049	79	errors;συμφ;σ-γεν	active	το
0207A202-3-049	87	errors;γεν	active	το
0207A202-3-049	88	errors;συμφ;σ-γεν	active	το
0207A202-3-049	98	errors;ορθ;ο-γραμ	active	οι
0207A202-3-049	112	errors;ορθ	active	οι
0419A004-2-005	1	errors;ορθ;ο-γραμ	active	τις
0523A004-3-006	37	errors;στιξ;στ-παρ	active	η
0207B203-3-019	12	errors;ορθ;ο-ορια_λεξ	active	η
0207B203-3-019	21	errors;ορθ;ο-γραμ	active	τον
0207B203-3-019	24	errors;ορθ;κεφ	active	Τους
0207A203-3-062	1	errors;συμφ;σ-γεν	active	της
0207A203-3-062	4	errors;πτω;πτω-προσδ_γενική	active	την
0207A203-3-062	14	errors;συμφ;σ-γεν	active	της
0207A219-1-004	5	errors;ορθ;ο-γραμ	active	τον
0937A702-2-006	13	errors;ορθ;ο-γραμ	active	της
0207A203-3-046	10	errors;προθ;π-παρ	active	τα
0207A203-3-046	93	errors;προθ;π-παρ	active	τα
0207A203-3-046	23	errors;πτω;πτω-υποκ	active	ένα
0207A203-3-046	73	errors;συμφ;σ-γεν	active	το
0207A203-3-046	92	errors;συμφ;σ-γεν	active	το
0207A219-2-003	52	errors;τον;τ-παρ	active	ενα
0207A219-2-003	48	errors;τον;τ-παρ	active	ενα
0207A219-2-003	36	errors;ορθ;ο-γραμ	active	τις
1349A007-3-012	24	errors;συμφ;σ-αρι	active	ένα
0207B202-3-053	11	errors;συμφ;σ-γεν	active	της
0937A154-2-003	2	errors;τον;τ-παρ	active	ενα
0937A154-2-003	15	errors;προβλ	active	η
0937A154-2-001	14	errors;ορθ;ο-γραμ	active	τις
0937A154-2-001	24	errors;ορθ;ο-γραμ	active	τις
0523A002-2-004	34	errors;ορθ;ο-ορια_λεξ	active	τη
0523A010-2-008	11	errors;ορθ;πεζ	active	ο
0523A010-2-008	17	errors;ορθ;κεφ	active	Ο
1349A007-3-010	29	errors;ορθ;ο-γραμ	active	τις
0207B202-3-051	29	errors;συμφ;σ-γεν	active	τους
0207B202-3-051	23	errors;πτω;πτω-αντ	active	του
0207A219-2-001	37	errors;πτω;πτω-προσδ_γενική	active	το
0523A004-1-003	39	errors;ορθ;ο-ορια_λεξ	active	ο
0207A203-3-044	29	errors;συμφ;σ-αρι	active	το
0207A203-3-044	76	errors;σορ	active	την
0207A219-1-007	4	errors;συμφ;σ-αρι	active	του
0523A004-1-002	20	errors;συμφ;σ-γεν	active	το
0207A219-1-013	11	errors;κειμ;συνδ;παρ-παρ	active	ο
0207A203-3-046	61	errors;γεν	active	το
0207A203-3-060	37	errors;συμφ;σ-αρι	active	του
0207A203-3-060	8	errors	active	τη
0523B001-3-027	17	errors;συμφ;σ-πτω	active	η
0207A202-3-033	3	errors;τον;τ-παρ	active	ενα
0207A202-3-033	68	errors;προβλ	active	ο
0207A202-3-033	74	errors;συμφ;σ-γεν	active	το
